Show_ID,Title,Type,Country,Release_Year,Duration,Genre,IMDb_Rating,Views_Millions,Age_Rating,Is_Hit
S309,Wednesday 2,Movie,UK,2021,142 min,Action,5.6,81.1,18+,No
S310,Kota Factory Reborn,Movie,USA,2021,145 min,Comedy,8.4,129.5,16+,Yes
S311,Jawan Reborn,Movie,South Korea,2016,138 min,Drama,7.9,122.1,13+,Yes
S312,Narcos Reborn,Movie,Spain,2022,114 min,Sci-Fi,6.5,60.2,18+,No
S313,Delhi Crime 2,Series,France,2020,1 Seasons,Romance,5.2,74.8,16+,No
S314,Stranger Things ,Series,India,2022,1 Seasons,Documentary,9.5,108.5,18+,Yes
S315,Squid Game 3,Series,France,2016,3 Seasons,Sci-Fi,6.1,64.5,18+,No
S316,Bridgerton ,Series,Germany,2018,4 Seasons,Comedy,7.9,122.9,13+,Yes
S317,Extraction Reborn,Movie,India,2023,136 min,Thriller,5,77.2,13+,No
S318,Kota Factory 2,Movie,USA,2021,91 min,Comedy,8.3,54.3,16+,No
S319,Darlings 3,Movie,Spain,2017,88 min,Sci-Fi,7.4,37.9,18+,No
S320,Bridgerton Reborn,Movie,Germany,2017,132 min,Drama,7.8,90.8,13+,Yes
S321,Sacred Games ,Movie,France,2024,129 min,Sci-Fi,6.6,75.5,13+,No
S322,Wednesday 3,Movie,USA,2023,116 min,Action,8.5,130.5,18+,Yes
S323,Emily in Paris 2,Movie,South Korea,2021,117 min,Romance,7.9,132.4,13+,Yes
S324,Lucifer Reborn,Series,India,2024,1 Seasons,Thriller,7.4,145.5,16+,No
S325,The Crown 2,Series,France,2020,5 Seasons,Comedy,8.1,133.2,13+,Yes
S326,Stranger Things Returns,Series,USA,2018,1 Seasons,Thriller,9.2,176.9,16+,Yes
S327,The Witcher 3,Series,Germany,2021,4 Seasons,Action,5.4,70.5,18+,No
S328,Squid Game 3,Movie,UK,2023,106 min,Thriller,9.4,68.9,16+,Yes
S329,Enola Holmes Returns,Movie,France,2019,135 min,Action,8.3,146.9,13+,Yes
S330,Wednesday ,Series,USA,2024,5 Seasons,Comedy,5.2,78,18+,No
S331,Bridgerton ,Movie,Germany,2015,100 min,Thriller,7.2,73.4,18+,No
S332,Ludo 2,Series,India,2016,1 Seasons,Drama,6.5,74.4,18+,No
S333,Sacred Games 3,Movie,South Korea,2022,138 min,Action,7.3,42.6,18+,No
S334,Bridgerton 3,Movie,UK,2024,94 min,Sci-Fi,6,75.8,13+,No
S335,Stranger Things 2,Series,Spain,2021,2 Seasons,Thriller,5.8,112.5,13+,No
S336,Narcos Reborn,Movie,UK,2021,120 min,Sci-Fi,6.2,38.2,16+,No
S337,Dark Returns,Movie,USA,2018,146 min,Action,9.4,181.5,13+,Yes
S338,Jawan 3,Series,France,2020,1 Seasons,Documentary,7.5,38.4,13+,No
S339,Emily in Paris Returns,Movie,UK,2022,127 min,Documentary,7.7,95.5,13+,Yes
S340,Narcos 2,Series,USA,2015,2 Seasons,Sci-Fi,7.4,107.6,18+,No
S341,Stranger Things 3,Series,France,2019,1 Seasons,Thriller,5.9,116.5,16+,No
S342,Lucifer ,Series,Germany,2016,1 Seasons,Sci-Fi,9.1,168,18+,Yes
S343,Kota Factory 3,Movie,Germany,2024,92 min,Comedy,7.3,106.3,16+,No
S344,Sacred Games Returns,Series,USA,2017,2 Seasons,Romance,6.3,111.9,16+,No
S345,The Crown 3,Movie,UK,2016,105 min,Comedy,5.6,92.7,13+,No
S346,Squid Game ,Series,Spain,2020,4 Seasons,Sci-Fi,5.5,57.1,13+,No
S347,Jawan 3,Movie,UK,2016,100 min,Comedy,8.6,82.2,18+,Yes
S348,Queen's Gambit ,Series,France,2017,1 Seasons,Sci-Fi,8.2,160.1,16+,Yes
S349,The Witcher ,Series,UK,2017,1 Seasons,Action,9.3,165.7,18+,Yes
S350,Narcos 2,Movie,Spain,2017,95 min,Thriller,5.1,89,13+,No
S351,Squid Game 2,Series,Spain,2016,5 Seasons,Documentary,7.6,142.6,13+,Yes
S352,Stranger Things ,Series,Germany,2017,1 Seasons,Sci-Fi,9.1,158.7,16+,Yes
S353,Dark ,Movie,USA,2024,135 min,Comedy,8.7,95,13+,Yes
S354,Enola Holmes Reborn,Movie,UK,2017,115 min,Sci-Fi,6.3,115,13+,No
S355,Queen's Gambit Returns,Series,India,2022,4 Seasons,Romance,9,109.7,13+,Yes
S356,Ludo Reborn,Movie,Spain,2023,111 min,Sci-Fi,7.8,132.9,13+,Yes
S357,Enola Holmes 3,Series,South Korea,2020,5 Seasons,Comedy,7.3,79,13+,No
S358,Stranger Things 3,Movie,India,2019,87 min,Romance,8.6,103.8,16+,Yes
S359,Delhi Crime 2,Movie,USA,2018,114 min,Sci-Fi,7.4,124.8,18+,No
S360,Money Heist 2,Series,France,2020,2 Seasons,Romance,5.8,80.5,18+,No
S361,Darlings Returns,Series,Germany,2024,5 Seasons,Thriller,5.6,107.7,16+,No
S362,Narcos 3,Movie,Spain,2016,87 min,Sci-Fi,6,49.7,18+,No
S363,Lucifer ,Movie,South Korea,2017,123 min,Drama,8.2,154,16+,Yes
S364,Money Heist ,Movie,South Korea,2016,147 min,Sci-Fi,8.9,172.7,16+,Yes
S365,Enola Holmes Returns,Series,UK,2020,2 Seasons,Thriller,9.4,150.3,16+,Yes
S366,Lucifer 3,Series,Germany,2018,5 Seasons,Sci-Fi,8.7,92.9,18+,Yes
S367,Emily in Paris 2,Movie,Germany,2024,130 min,Sci-Fi,8.8,145.7,18+,Yes
S368,Money Heist 2,Movie,UK,2024,93 min,Romance,9.2,65.4,18+,Yes
S369,Sacred Games 2,Movie,UK,2016,122 min,Drama,7,62.8,13+,No
S370,Sacred Games 3,Movie,France,2015,86 min,Drama,6.7,107.1,13+,No
S371,Kota Factory Reborn,Series,UK,2016,4 Seasons,Comedy,8.5,116.2,18+,Yes
S372,Wednesday 2,Movie,USA,2019,82 min,Comedy,6.4,123.4,13+,No
S373,The Crown 2,Movie,India,2023,91 min,Comedy,6.5,128.6,16+,No
S374,Stranger Things Reborn,Series,India,2017,1 Seasons,Action,5.5,44.5,13+,No
S375,Kota Factory Returns,Series,Germany,2019,3 Seasons,Action,6.1,35,18+,No
S376,Narcos Reborn,Series,USA,2015,4 Seasons,Sci-Fi,5.4,93.7,18+,No
S377,Queen's Gambit Reborn,Movie,USA,2018,101 min,Sci-Fi,7.9,155.3,16+,Yes
S378,Dark 3,Series,Spain,2022,3 Seasons,Documentary,5.4,71.1,13+,No
S379,Darlings Reborn,Series,India,2015,3 Seasons,Drama,7,62.7,16+,No
S380,Delhi Crime ,Movie,France,2016,124 min,Sci-Fi,8.6,96.4,18+,Yes
S381,Wednesday Returns,Series,France,2023,4 Seasons,Thriller,9.3,142.3,16+,Yes
S382,Delhi Crime 2,Movie,UK,2021,84 min,Comedy,7.3,135.1,18+,No
S383,Queen's Gambit 2,Series,France,2017,2 Seasons,Thriller,9.4,161,13+,Yes
S384,Money Heist Reborn,Series,Germany,2018,2 Seasons,Thriller,8.8,78,18+,Yes
S385,Sacred Games ,Series,South Korea,2023,3 Seasons,Comedy,8.9,113.9,13+,Yes
S386,Queen's Gambit Returns,Series,France,2016,4 Seasons,Romance,5.7,76.9,18+,No
S387,Dark ,Movie,France,2019,148 min,Romance,9,163.5,16+,Yes
S388,Enola Holmes Reborn,Series,South Korea,2015,2 Seasons,Romance,6.2,44.4,18+,No
S389,Enola Holmes ,Movie,UK,2015,140 min,Comedy,9.1,167.9,13+,Yes
S390,The Crown 3,Series,UK,2016,2 Seasons,Drama,5.6,109.8,16+,No
S391,The Crown 3,Movie,Spain,2018,136 min,Action,6,104.2,18+,No
S392,Lucifer Returns,Movie,UK,2023,100 min,Documentary,5.3,82.9,16+,No
S393,Squid Game Returns,Movie,USA,2018,105 min,Romance,8.8,76.9,16+,Yes
S394,Money Heist 3,Series,India,2020,4 Seasons,Action,7.3,106.1,13+,No
S395,Stranger Things 2,Series,Spain,2017,4 Seasons,Drama,7.6,77.9,13+,Yes
S396,Ludo ,Series,USA,2015,2 Seasons,Drama,8.8,146.9,13+,Yes
S397,Wednesday 2,Series,India,2021,5 Seasons,Action,5.1,85.2,18+,No
S398,Stranger Things Reborn,Movie,Germany,2024,81 min,Sci-Fi,6,84.8,16+,No
S399,Ludo Reborn,Series,France,2022,3 Seasons,Comedy,6,57.2,18+,No
S400,Queen's Gambit Reborn,Movie,USA,2023,127 min,Romance,7.5,104.3,16+,Yes
S401,Emily in Paris ,Series,USA,2019,3 Seasons,Comedy,8.9,79.4,18+,Yes
S402,Emily in Paris 2,Movie,South Korea,2015,131 min,Sci-Fi,8,121.7,18+,Yes
S403,Stranger Things Reborn,Series,UK,2021,4 Seasons,Drama,8.3,114.1,18+,Yes
S404,Extraction 3,Movie,Germany,2023,140 min,Action,9.1,137.2,18+,Yes
S405,Emily in Paris 2,Movie,Germany,2019,92 min,Documentary,7.1,114.4,18+,No
S406,Narcos 2,Movie,UK,2018,125 min,Action,6,108.4,16+,No
S407,The Crown 3,Series,South Korea,2022,1 Seasons,Drama,7.1,127.8,18+,No
S408,Delhi Crime Returns,Movie,Spain,2023,95 min,Thriller,8.9,95.5,16+,Yes
S409,Kota Factory ,Movie,France,2017,105 min,Documentary,6.5,128.8,16+,No
S410,Squid Game 3,Movie,Germany,2016,142 min,Documentary,6.5,128.7,16+,No
S411,Money Heist ,Movie,UK,2017,100 min,Comedy,7.2,118.5,13+,No
S412,Squid Game Returns,Series,Germany,2021,4 Seasons,Comedy,9.3,100,13+,Yes
S413,Narcos 2,Movie,UK,2020,147 min,Action,5.9,89.4,18+,No
S414,Wednesday 2,Series,UK,2017,1 Seasons,Action,6.7,92.7,13+,No
S415,Sacred Games ,Series,UK,2023,5 Seasons,Drama,7.4,85.1,18+,No
S416,Squid Game 3,Movie,UK,2017,131 min,Comedy,5.1,42.7,13+,No
S417,Extraction ,Movie,South Korea,2016,126 min,Romance,8.2,138.4,16+,Yes
S418,Ludo Returns,Movie,USA,2016,82 min,Romance,5.2,35,16+,No
S419,Enola Holmes ,Series,UK,2017,2 Seasons,Romance,8.1,117.1,16+,Yes
S420,Kota Factory ,Series,South Korea,2024,5 Seasons,Action,8.2,92.5,13+,Yes
S421,The Witcher Returns,Movie,UK,2016,143 min,Thriller,5.9,47.2,16+,No
S422,The Witcher 2,Series,Germany,2019,2 Seasons,Drama,5.2,64.7,13+,No
S423,Lucifer 3,Movie,USA,2016,94 min,Sci-Fi,8.8,132.3,13+,Yes
S424,Sacred Games Returns,Movie,Germany,2019,109 min,Thriller,7.1,139.6,16+,No
S425,Jawan ,Movie,France,2015,117 min,Thriller,6.6,100,16+,No
S426,Dark ,Movie,France,2015,97 min,Documentary,8,60.5,16+,Yes
S427,Jawan Returns,Movie,Germany,2020,123 min,Drama,5.8,63.9,16+,No
S428,Ludo Reborn,Series,France,2021,2 Seasons,Action,5.5,84.9,13+,No
S429,Bridgerton ,Series,South Korea,2024,4 Seasons,Comedy,5.8,62,16+,No
S430,Queen's Gambit ,Movie,Germany,2022,142 min,Documentary,5.5,61.4,13+,No
S431,Sacred Games 3,Movie,UK,2023,108 min,Action,9.4,141.4,16+,Yes
S432,The Witcher Returns,Movie,Germany,2021,111 min,Action,7.2,107.7,18+,No
S433,Enola Holmes 2,Movie,France,2015,100 min,Documentary,7.3,87.9,16+,No
S434,Bridgerton ,Series,Spain,2018,3 Seasons,Documentary,9.4,54.1,13+,No
S435,Narcos Reborn,Movie,France,2016,138 min,Comedy,7,95.2,13+,No
S436,Lucifer Reborn,Series,USA,2015,1 Seasons,Drama,6.8,37.7,18+,No
S437,Stranger Things ,Series,South Korea,2023,5 Seasons,Documentary,5.9,88.9,16+,No
S438,Darlings ,Series,India,2020,5 Seasons,Documentary,8.5,119,18+,Yes
S439,Darlings Reborn,Movie,USA,2015,123 min,Thriller,6.6,95.7,16+,No
S440,Narcos Returns,Movie,Germany,2015,101 min,Drama,7.2,124.8,18+,No
S441,Kota Factory ,Movie,South Korea,2018,95 min,Drama,9.2,100.2,16+,Yes
S442,Extraction 3,Series,France,2015,5 Seasons,Thriller,5.6,102.9,16+,No
S443,Delhi Crime Returns,Movie,Spain,2023,86 min,Sci-Fi,7.5,86.2,18+,Yes
S444,Lucifer Returns,Movie,India,2017,93 min,Documentary,6.7,93.9,16+,No
S445,The Witcher Reborn,Movie,South Korea,2019,130 min,Comedy,9.3,181.9,16+,Yes
S446,Squid Game 2,Series,South Korea,2023,3 Seasons,Comedy,8.2,156.1,18+,Yes
S447,Extraction 2,Series,South Korea,2020,2 Seasons,Sci-Fi,9.4,138.7,13+,Yes
S448,The Witcher Returns,Series,Germany,2016,3 Seasons,Action,7.5,103.1,18+,Yes
S449,Kota Factory Returns,Series,France,2015,5 Seasons,Drama,5.5,58.9,13+,No
S450,Money Heist 2,Movie,France,2019,112 min,Drama,5.7,33.8,16+,No
S451,Extraction Returns,Series,UK,2016,5 Seasons,Thriller,8.9,143.2,13+,Yes
S452,Narcos Reborn,Series,South Korea,2015,4 Seasons,Sci-Fi,6.7,129.6,18+,No
S453,The Crown Returns,Series,USA,2018,5 Seasons,Thriller,8.9,159.4,16+,Yes
S454,Wednesday 3,Movie,South Korea,2018,117 min,Documentary,7,138.3,13+,No
S455,Bridgerton 2,Movie,South Korea,2021,85 min,Action,6.9,92.1,13+,No
S456,Bridgerton Returns,Movie,UK,2020,139 min,Documentary,8.2,60,13+,No
S457,The Crown Returns,Series,France,2022,5 Seasons,Thriller,7.5,45.7,18+,No
S458,The Crown Returns,Movie,India,2023,100 min,Sci-Fi,6.9,90.1,13+,No
S459,Darlings 2,Series,Germany,2020,3 Seasons,Sci-Fi,6.3,121.3,18+,No
S460,The Witcher Reborn,Movie,France,2016,124 min,Romance,7,130,18+,No
S461,Queen's Gambit 2,Series,Germany,2021,1 Seasons,Thriller,6.7,87.8,16+,No
S462,Stranger Things Returns,Series,France,2023,5 Seasons,Documentary,7,39.6,18+,No
S463,Extraction 3,Movie,USA,2017,148 min,Romance,7.4,106.6,13+,No
S464,Extraction Reborn,Movie,USA,2023,135 min,Documentary,7.9,150.9,18+,Yes
S465,Squid Game ,Series,Germany,2015,1 Seasons,Comedy,5.3,40.7,16+,No
S466,Narcos ,Movie,France,2019,132 min,Romance,6.7,96.8,16+,No
S467,The Crown ,Movie,Germany,2023,80 min,Comedy,7.9,112.8,18+,Yes
S468,Delhi Crime ,Movie,France,2020,144 min,Action,5.5,92.4,16+,No
S469,Queen's Gambit ,Series,France,2021,4 Seasons,Drama,8.7,47.5,13+,No
S470,Narcos 2,Series,Germany,2023,3 Seasons,Sci-Fi,9.3,66.6,18+,Yes
S471,Darlings ,Movie,France,2016,85 min,Romance,5,69.7,18+,No
S472,Narcos ,Series,India,2018,4 Seasons,Drama,9.1,161.7,13+,Yes
S473,Bridgerton 2,Series,South Korea,2018,1 Seasons,Sci-Fi,5.8,98.6,13+,No
S474,Narcos Reborn,Movie,South Korea,2019,88 min,Action,6.1,48.6,18+,No
S475,Lucifer 3,Movie,India,2016,116 min,Drama,7.8,144.3,16+,Yes
S476,Lucifer Reborn,Series,South Korea,2024,2 Seasons,Drama,7.5,78.5,16+,Yes
S477,Kota Factory 2,Movie,UK,2018,135 min,Thriller,6.2,64.4,18+,No
S478,The Crown Reborn,Series,Spain,2019,4 Seasons,Comedy,7.5,57.3,18+,No
S479,Sacred Games 3,Movie,France,2023,105 min,Documentary,6.2,113.4,13+,No
S480,Sacred Games ,Movie,South Korea,2024,131 min,Documentary,8.5,69.6,13+,Yes
S481,Narcos 3,Series,South Korea,2017,3 Seasons,Romance,6.8,124.9,18+,No
S482,Emily in Paris 2,Movie,South Korea,2021,126 min,Comedy,7.3,109.1,18+,No
S483,Bridgerton Returns,Movie,Spain,2017,98 min,Sci-Fi,8.3,101.7,16+,Yes
S484,Money Heist 2,Movie,Spain,2016,113 min,Documentary,6.7,37.8,13+,No
S485,The Witcher 3,Series,Spain,2015,1 Seasons,Comedy,9.4,92.7,18+,Yes
S486,The Witcher 3,Series,Germany,2024,5 Seasons,Documentary,7.6,80.9,16+,Yes
S487,Darlings Returns,Movie,France,2023,112 min,Action,6.7,124.7,18+,No
S488,Enola Holmes 3,Series,France,2022,4 Seasons,Documentary,9,45.9,13+,No
S489,Jawan 2,Series,USA,2018,2 Seasons,Sci-Fi,5.8,60.5,18+,No
S490,Dark 2,Series,France,2016,4 Seasons,Comedy,8,97.5,18+,Yes
S491,Bridgerton Reborn,Movie,India,2017,100 min,Thriller,5.6,71.1,18+,No
S492,Squid Game ,Movie,UK,2023,131 min,Sci-Fi,7.7,103.6,13+,Yes
S493,Emily in Paris ,Series,Spain,2022,2 Seasons,Sci-Fi,6,67,13+,No
S494,Delhi Crime 2,Series,Germany,2017,3 Seasons,Romance,9.2,128.3,13+,Yes
S495,Wednesday Reborn,Movie,India,2015,105 min,Comedy,7.4,137.9,18+,No
S496,Kota Factory 2,Movie,USA,2022,84 min,Romance,8.9,115.4,13+,Yes
S497,Sacred Games Reborn,Movie,India,2021,146 min,Action,6.9,125,18+,No
S498,The Witcher Reborn,Series,France,2021,3 Seasons,Sci-Fi,7.7,124.1,18+,Yes
S499,Delhi Crime ,Series,India,2022,2 Seasons,Comedy,9.1,56.9,18+,No
S500,Narcos Reborn,Movie,India,2015,146 min,Drama,5.5,28.1,18+,No
